,DrugBank ID,Name,Type,UniProt ID,UniProt Name,SMILES
18968,DB11638,Artenimol,SmallMoleculeDrug,Q9TY94,ATP-dependent RNA helicase UAP56,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@H](O)[C@@H]2C)O4
18969,DB11638,Artenimol,SmallMoleculeDrug,Q8IBS5,Calcium-dependent protein kinase 4,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@H](O)[C@@H]2C)O4
18970,DB11638,Artenimol,SmallMoleculeDrug,P38545,GTP-binding nuclear protein Ran,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@H](O)[C@@H]2C)O4
18971,DB11638,Artenimol,SmallMoleculeDrug,Q8IB78,Nucleoside transporter 2,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@H](O)[C@@H]2C)O4
18972,DB11638,Artenimol,SmallMoleculeDrug,C0H4X5,Anamorsin homolog,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@H](O)[C@@H]2C)O4
18973,DB11638,Artenimol,SmallMoleculeDrug,C0H551,"Glutamine synthetase, putative",[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@H](O)[C@@H]2C)O4
18974,DB11638,Artenimol,SmallMoleculeDrug,Q8IJK8,"60S ribosomal protein L30e, putative",[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@H](O)[C@@H]2C)O4
18975,DB11638,Artenimol,SmallMoleculeDrug,Q8IIR9,"Casein kinase 2, alpha subunit",[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@H](O)[C@@H]2C)O4
18976,DB11638,Artenimol,SmallMoleculeDrug,Q8IIA4,Threonine--tRNA ligase,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@H](O)[C@@H]2C)O4
18977,DB11638,Artenimol,SmallMoleculeDrug,Q7KQK0,cAMP-dependent protein kinase regulatory subunit,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@H](O)[C@@H]2C)O4
18978,DB11638,Artenimol,SmallMoleculeDrug,Q8IDV0,"Elongation factor 1-gamma, putative",[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@H](O)[C@@H]2C)O4
18979,DB11638,Artenimol,SmallMoleculeDrug,Q8IKL4,Thioredoxin-like protein,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@H](O)[C@@H]2C)O4
18980,DB11638,Artenimol,SmallMoleculeDrug,Q8ILK3,60S ribosomal protein L21,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@H](O)[C@@H]2C)O4
18981,DB11638,Artenimol,SmallMoleculeDrug,Q8ILE8,"60S ribosomal protein L14, putative",[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@H](O)[C@@H]2C)O4
18982,DB11638,Artenimol,SmallMoleculeDrug,Q8IKM6,Inner membrane complex sub-compartment protein 3,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@H](O)[C@@H]2C)O4
18983,DB11638,Artenimol,SmallMoleculeDrug,Q8IL88,"HSP40, subfamily A, putative",[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@H](O)[C@@H]2C)O4
18984,DB11638,Artenimol,SmallMoleculeDrug,C6KT50,Pyridoxal 5'-phosphate synthase subunit Pdx1,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@H](O)[C@@H]2C)O4
18985,DB11638,Artenimol,SmallMoleculeDrug,P02768,Serum albumin,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@H](O)[C@@H]2C)O4
18986,DB11639,Dibotermin alfa,BiotechDrug,Q13873,Bone morphogenetic protein receptor type-2,
18987,DB11639,Dibotermin alfa,BiotechDrug,P36894,Bone morphogenetic protein receptor type-1A,
18988,DB11640,Amifampridine,SmallMoleculeDrug,Q09470,Potassium voltage-gated channel subfamily A member 1,NC1=CC=NC=C1N
18989,DB11641,Vinflunine,SmallMoleculeDrug,P07437,Tubulin beta chain,CC[C@@]12C=CCN3CC[C@@]4([C@H]13)[C@@H](N(C)C1=CC(OC)=C(C=C41)[C@]1(C[C@@H]3C[C@H](C[N@@](C3)CC3=C1NC1=CC=CC=C31)C(C)(F)F)C(=O)OC)[C@](O)([C@@H]2OC(C)=O)C(=O)OC
18990,DB11642,Pitolisant,SmallMoleculeDrug,Q9Y5N1,Histamine H3 receptor,ClC1=CC=C(CCCOCCCN2CCCCC2)C=C1
18991,DB11642,Pitolisant,SmallMoleculeDrug,Q12809,Potassium voltage-gated channel subfamily H member 2,ClC1=CC=C(CCCOCCCN2CCCCC2)C=C1
18992,DB11644,Tafamidis,SmallMoleculeDrug,P02766,Transthyretin,OC(=O)C1=CC=C2N=C(OC2=C1)C1=CC(Cl)=CC(Cl)=C1
18993,DB11652,Tucatinib,SmallMoleculeDrug,P04626,Receptor tyrosine-protein kinase erbB-2,CC1=CC(NC2=NC=NC3=CC=C(NC4=NC(C)(C)CO4)C=C23)=CC=C1OC1=CC2=NC=NN2C=C1
18994,DB11652,Tucatinib,SmallMoleculeDrug,P21860,Receptor tyrosine-protein kinase erbB-3,CC1=CC(NC2=NC=NC3=CC=C(NC4=NC(C)(C)CO4)C=C23)=CC=C1OC1=CC2=NC=NN2C=C1
18995,DB11653,Bremelanotide,SmallMoleculeDrug,Q01726,Melanocyte-stimulating hormone receptor,
18996,DB11653,Bremelanotide,SmallMoleculeDrug,P32245,Melanocortin receptor 4,
18997,DB11653,Bremelanotide,SmallMoleculeDrug,P41968,Melanocortin receptor 3,
18998,DB11653,Bremelanotide,SmallMoleculeDrug,P33032,Melanocortin receptor 5,
18999,DB11653,Bremelanotide,SmallMoleculeDrug,Q01718,Adrenocorticotropic hormone receptor,
19000,DB11660,Latanoprostene bunod,SmallMoleculeDrug,P43088,Prostaglandin F2-alpha receptor,O[C@H](CC[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(=O)OCCCCO[N+]([O-])=O)CCC1=CC=CC=C1
19001,DB11672,Curcumin,SmallMoleculeDrug,P37231,Peroxisome proliferator-activated receptor gamma,COC1=CC(\C=C\C(=O)CC(=O)\C=C\C2=CC(OC)=C(O)C=C2)=CC=C1O
19002,DB11672,Curcumin,SmallMoleculeDrug,P11473,Vitamin D3 receptor,COC1=CC(\C=C\C(=O)CC(=O)\C=C\C2=CC(OC)=C(O)C=C2)=CC=C1O
19003,DB11672,Curcumin,SmallMoleculeDrug,O15440,Multidrug resistance-associated protein 5,COC1=CC(\C=C\C(=O)CC(=O)\C=C\C2=CC(OC)=C(O)C=C2)=CC=C1O
19004,DB11672,Curcumin,SmallMoleculeDrug,P16152,Carbonyl reductase [NADPH] 1,COC1=CC(\C=C\C(=O)CC(=O)\C=C\C2=CC(OC)=C(O)C=C2)=CC=C1O
19005,DB11672,Curcumin,SmallMoleculeDrug,P09211,Glutathione S-transferase P,COC1=CC(\C=C\C(=O)CC(=O)\C=C\C2=CC(OC)=C(O)C=C2)=CC=C1O
19006,DB11674,Equol,SmallMoleculeDrug,Q92731,Estrogen receptor beta,OC1=CC=C(C=C1)[C@H]1COC2=C(C1)C=CC(O)=C2
19007,DB11674,Equol,SmallMoleculeDrug,P04278,Sex hormone-binding globulin,OC1=CC=C(C=C1)[C@H]1COC2=C(C1)C=CC(O)=C2
19008,DB11676,Galidesivir,SmallMoleculeDrug,Q05318,RNA-directed RNA polymerase L,[H][C@]1(N[C@H](CO)[C@@H](O)[C@H]1O)C1=CNC2=C1N=CN=C2N
19009,DB11689,Selumetinib,SmallMoleculeDrug,Q02750,Dual specificity mitogen-activated protein kinase kinase 1,CN1C=NC2=C(F)C(NC3=C(Cl)C=C(Br)C=C3)=C(C=C12)C(=O)NOCCO
19010,DB11689,Selumetinib,SmallMoleculeDrug,P36507,Dual specificity mitogen-activated protein kinase kinase 2,CN1C=NC2=C(F)C(NC3=C(Cl)C=C(Br)C=C3)=C(C=C12)C(=O)NOCCO
19011,DB11691,Naldemedine,SmallMoleculeDrug,P35372,Mu-type opioid receptor,[H][C@@]12OC3=C4C(C[C@@]5([H])N(CC6CC6)CC[C@@]14[C@@]5(O)CC(C(=O)NC(C)(C)C1=NC(=NO1)C1=CC=CC=C1)=C2O)=CC=C3O
19012,DB11691,Naldemedine,SmallMoleculeDrug,P41143,Delta-type opioid receptor,[H][C@@]12OC3=C4C(C[C@@]5([H])N(CC6CC6)CC[C@@]14[C@@]5(O)CC(C(=O)NC(C)(C)C1=NC(=NO1)C1=CC=CC=C1)=C2O)=CC=C3O
19013,DB11691,Naldemedine,SmallMoleculeDrug,P41145,Kappa-type opioid receptor,[H][C@@]12OC3=C4C(C[C@@]5([H])N(CC6CC6)CC[C@@]14[C@@]5(O)CC(C(=O)NC(C)(C)C1=NC(=NO1)C1=CC=CC=C1)=C2O)=CC=C3O
19014,DB11692,Pavinetant,SmallMoleculeDrug,P29371,Neuromedin-K receptor,CC[C@H](NC(=O)C1=C(NS(C)(=O)=O)C(=NC2=CC=CC=C12)C1=CC=CC=C1)C1=CC=CC=C1
19015,DB11693,Voclosporin,SmallMoleculeDrug,P63098,Calcineurin subunit B type 1,[H][C@@]1([C@H](O)[C@H](C)C\C=C\C=C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C(=O)[C@H](CC)NC1=O)C(C)C
19016,DB11693,Voclosporin,SmallMoleculeDrug,Q96LZ3,Calcineurin subunit B type 2,[H][C@@]1([C@H](O)[C@H](C)C\C=C\C=C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C(=O)[C@H](CC)NC1=O)C(C)C
19017,DB11699,Tropisetron,SmallMoleculeDrug,P46098,5-hydroxytryptamine receptor 3A,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(=O)C1=CNC3=CC=CC=C13)N2C
19018,DB11700,Setmelanotide,SmallMoleculeDrug,P32245,Melanocortin receptor 4,[H]N([H])C(=O)[C@@H]1CSSC[C@H](N([H])C(=O)[C@H](CCCN=C(N([H])[H])N([H])[H])N([H])C(C)=O)C(=O)N[C@H](C)C(=O)N[C@@H](CC2=CN=CN2[H])C(=O)N[C@H](CC2=CC=CC=C2)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CC2=CN([H])C3=CC=CC=C23)C(=O)N1
19019,DB11703,Acalabrutinib,SmallMoleculeDrug,Q06187,Tyrosine-protein kinase BTK,CC#CC(=O)N1CCC[C@H]1C1=NC(=C2N1C=CN=C2N)C1=CC=C(C=C1)C(=O)NC1=CC=CC=N1
19020,DB11712,Tezacaftor,SmallMoleculeDrug,P13569,Cystic fibrosis transmembrane conductance regulator,CC(C)(CO)C1=CC2=CC(NC(=O)C3(CC3)C3=CC=C4OC(F)(F)OC4=C3)=C(F)C=C2N1C[C@@H](O)CO
19021,DB11714,Durvalumab,BiotechDrug,Q9NZQ7,Programmed cell death 1 ligand 1,
19022,DB11718,Encorafenib,SmallMoleculeDrug,P15056,Serine/threonine-protein kinase B-raf,COC(=O)N[C@@H](C)CNC1=NC=CC(=N1)C1=CN(N=C1C1=CC(Cl)=CC(NS(C)(=O)=O)=C1F)C(C)C
19023,DB11718,Encorafenib,SmallMoleculeDrug,P24385,G1/S-specific cyclin-D1,COC(=O)N[C@@H](C)CNC1=NC=CC(=N1)C1=CN(N=C1C1=CC(Cl)=CC(NS(C)(=O)=O)=C1F)C(C)C
19024,DB11723,Dutogliptin,SmallMoleculeDrug,P27487,Dipeptidyl peptidase 4,OB(O)[C@@H]1CCCN1C(=O)CN[C@@H]1CCNC1
19025,DB11726,Encenicline,SmallMoleculeDrug,P36544,Neuronal acetylcholine receptor subunit alpha-7,ClC1=C2SC(=CC2=CC=C1)C(=O)N[C@H]1CN2CCC1CC2
19026,DB11730,Ribociclib,SmallMoleculeDrug,P11802,Cyclin-dependent kinase 4,CN(C)C(=O)C1=CC2=CN=C(NC3=CC=C(C=N3)N3CCNCC3)N=C2N1C1CCCC1
19027,DB11730,Ribociclib,SmallMoleculeDrug,Q00534,Cyclin-dependent kinase 6,CN(C)C(=O)C1=CC2=CN=C(NC3=CC=C(C=N3)N3CCNCC3)N=C2N1C1CCCC1
19028,DB11731,Depatuxizumab mafodotin,BiotechDrug,P00533,Epidermal growth factor receptor,
19029,DB11731,Depatuxizumab mafodotin,BiotechDrug,P07437,Tubulin beta chain,
19030,DB11732,Lasmiditan,SmallMoleculeDrug,P30939,5-hydroxytryptamine receptor 1F,CN1CCC(CC1)C(=O)C1=CC=CC(NC(=O)C2=C(F)C=C(F)C=C2F)=N1
19031,DB11737,Icotinib,SmallMoleculeDrug,P00533,Epidermal growth factor receptor,C#CC1=CC=CC(NC2=NC=NC3=CC4=C(OCCOCCOCCO4)C=C23)=C1
19032,DB11738,Rilmenidine,SmallMoleculeDrug,P08913,Alpha-2A adrenergic receptor,C1CC1C(NC1=NCCO1)C1CC1
19033,DB11740,MK-1775,SmallMoleculeDrug,P30291,Wee1-like protein kinase,
19034,DB11745,Otenabant,SmallMoleculeDrug,P21554,Cannabinoid receptor 1,CCNC1(CCN(CC1)C1=C2N=C(N(C2=NC=N1)C1=CC=C(Cl)C=C1)C1=CC=CC=C1Cl)C(N)=O
19035,DB11752,Bryostatin 1,SmallMoleculeDrug,P17252,Protein kinase C alpha type,[H][C@]12C[C@H](OC(C)=O)C(C)(C)[C@](O)(C[C@]3([H])C\C(C[C@@]([H])(O3)\C=C\C(C)(C)[C@]3(O)O[C@@]([H])(C\C(=C/C(=O)OC)[C@@H]3OC(=O)\C=C\C=C\CCC)C[C@@]([H])(OC(=O)C[C@H](O)C1)[C@@H](C)O)=C\C(=O)OC)O2
19036,DB11752,Bryostatin 1,SmallMoleculeDrug,Q02156,Protein kinase C epsilon type,[H][C@]12C[C@H](OC(C)=O)C(C)(C)[C@](O)(C[C@]3([H])C\C(C[C@@]([H])(O3)\C=C\C(C)(C)[C@]3(O)O[C@@]([H])(C\C(=C/C(=O)OC)[C@@H]3OC(=O)\C=C\C=C\CCC)C[C@@]([H])(OC(=O)C[C@H](O)C1)[C@@H](C)O)=C\C(=O)OC)O2
19037,DB11752,Bryostatin 1,SmallMoleculeDrug,Q14790,Caspase-8,[H][C@]12C[C@H](OC(C)=O)C(C)(C)[C@](O)(C[C@]3([H])C\C(C[C@@]([H])(O3)\C=C\C(C)(C)[C@]3(O)O[C@@]([H])(C\C(=C/C(=O)OC)[C@@H]3OC(=O)\C=C\C=C\CCC)C[C@@]([H])(OC(=O)C[C@H](O)C1)[C@@H](C)O)=C\C(=O)OC)O2
19038,DB11752,Bryostatin 1,SmallMoleculeDrug,Q15139,Serine/threonine-protein kinase D1,[H][C@]12C[C@H](OC(C)=O)C(C)(C)[C@](O)(C[C@]3([H])C\C(C[C@@]([H])(O3)\C=C\C(C)(C)[C@]3(O)O[C@@]([H])(C\C(=C/C(=O)OC)[C@@H]3OC(=O)\C=C\C=C\CCC)C[C@@]([H])(OC(=O)C[C@H](O)C1)[C@@H](C)O)=C\C(=O)OC)O2
19039,DB11752,Bryostatin 1,SmallMoleculeDrug,P42081,T-lymphocyte activation antigen CD86,[H][C@]12C[C@H](OC(C)=O)C(C)(C)[C@](O)(C[C@]3([H])C\C(C[C@@]([H])(O3)\C=C\C(C)(C)[C@]3(O)O[C@@]([H])(C\C(=C/C(=O)OC)[C@@H]3OC(=O)\C=C\C=C\CCC)C[C@@]([H])(OC(=O)C[C@H](O)C1)[C@@H](C)O)=C\C(=O)OC)O2
19040,DB11752,Bryostatin 1,SmallMoleculeDrug,P35354,Prostaglandin G/H synthase 2,[H][C@]12C[C@H](OC(C)=O)C(C)(C)[C@](O)(C[C@]3([H])C\C(C[C@@]([H])(O3)\C=C\C(C)(C)[C@]3(O)O[C@@]([H])(C\C(=C/C(=O)OC)[C@@H]3OC(=O)\C=C\C=C\CCC)C[C@@]([H])(OC(=O)C[C@H](O)C1)[C@@H](C)O)=C\C(=O)OC)O2
19041,DB11752,Bryostatin 1,SmallMoleculeDrug,P24385,G1/S-specific cyclin-D1,[H][C@]12C[C@H](OC(C)=O)C(C)(C)[C@](O)(C[C@]3([H])C\C(C[C@@]([H])(O3)\C=C\C(C)(C)[C@]3(O)O[C@@]([H])(C\C(=C/C(=O)OC)[C@@H]3OC(=O)\C=C\C=C\CCC)C[C@@]([H])(OC(=O)C[C@H](O)C1)[C@@H](C)O)=C\C(=O)OC)O2
19042,DB11752,Bryostatin 1,SmallMoleculeDrug,P01375,Tumor necrosis factor,[H][C@]12C[C@H](OC(C)=O)C(C)(C)[C@](O)(C[C@]3([H])C\C(C[C@@]([H])(O3)\C=C\C(C)(C)[C@]3(O)O[C@@]([H])(C\C(=C/C(=O)OC)[C@@H]3OC(=O)\C=C\C=C\CCC)C[C@@]([H])(OC(=O)C[C@H](O)C1)[C@@H](C)O)=C\C(=O)OC)O2
19043,DB11752,Bryostatin 1,SmallMoleculeDrug,Q9Z1N9,Protein unc-13 homolog B,[H][C@]12C[C@H](OC(C)=O)C(C)(C)[C@](O)(C[C@]3([H])C\C(C[C@@]([H])(O3)\C=C\C(C)(C)[C@]3(O)O[C@@]([H])(C\C(=C/C(=O)OC)[C@@H]3OC(=O)\C=C\C=C\CCC)C[C@@]([H])(OC(=O)C[C@H](O)C1)[C@@H](C)O)=C\C(=O)OC)O2
19044,DB11753,Rifamycin,SmallMoleculeDrug,P0A8V2,DNA-directed RNA polymerase subunit beta,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C)C(O)=C4C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C=C(O)C4=C3C2=O
19045,DB11753,Rifamycin,SmallMoleculeDrug,P0A7Z4,DNA-directed RNA polymerase subunit alpha,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C)C(O)=C4C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C=C(O)C4=C3C2=O
19046,DB11753,Rifamycin,SmallMoleculeDrug,P0A8T7,DNA-directed RNA polymerase subunit beta',CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C)C(O)=C4C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C=C(O)C4=C3C2=O
19047,DB11755,Tetrahydrocannabivarin,SmallMoleculeDrug,P21554,Cannabinoid receptor 1,CCCC1=CC(O)=C2[C@@H]3C=C(C)CC[C@H]3C(C)(C)OC2=C1
19048,DB11755,Tetrahydrocannabivarin,SmallMoleculeDrug,P34972,Cannabinoid receptor 2,CCCC1=CC(O)=C2[C@@H]3C=C(C)CC[C@H]3C(C)(C)OC2=C1
19049,DB11755,Tetrahydrocannabivarin,SmallMoleculeDrug,Q9Y2T6,G-protein coupled receptor 55,CCCC1=CC(O)=C2[C@@H]3C=C(C)CC[C@H]3C(C)(C)OC2=C1
19050,DB11755,Tetrahydrocannabivarin,SmallMoleculeDrug,P08908,5-hydroxytryptamine receptor 1A,CCCC1=CC(O)=C2[C@@H]3C=C(C)CC[C@H]3C(C)(C)OC2=C1
19051,DB11755,Tetrahydrocannabivarin,SmallMoleculeDrug,Q9Y5S1,Transient receptor potential cation channel subfamily V member 2,CCCC1=CC(O)=C2[C@@H]3C=C(C)CC[C@H]3C(C)(C)OC2=C1
19052,DB11755,Tetrahydrocannabivarin,SmallMoleculeDrug,Q7Z2W7,Transient receptor potential cation channel subfamily M member 8,CCCC1=CC(O)=C2[C@@H]3C=C(C)CC[C@H]3C(C)(C)OC2=C1
19053,DB11755,Tetrahydrocannabivarin,SmallMoleculeDrug,O75762,Transient receptor potential cation channel subfamily A member 1,CCCC1=CC(O)=C2[C@@H]3C=C(C)CC[C@H]3C(C)(C)OC2=C1
19054,DB11757,Istradefylline,SmallMoleculeDrug,P29274,Adenosine receptor A2a,[H]\C(=C(\[H])C1=CC(OC)=C(OC)C=C1)C1=NC2=C(N1C)C(=O)N(CC)C(=O)N2CC
19055,DB11757,Istradefylline,SmallMoleculeDrug,P30542,Adenosine receptor A1,[H]\C(=C(\[H])C1=CC(OC)=C(OC)C=C1)C1=NC2=C(N1C)C(=O)N(CC)C(=O)N2CC
19056,DB11760,Talazoparib,SmallMoleculeDrug,P09874,Poly [ADP-ribose] polymerase 1,CN1N=CN=C1[C@@H]1[C@H](NC2=C3C1=NNC(=O)C3=CC(F)=C2)C1=CC=C(F)C=C1
19057,DB11760,Talazoparib,SmallMoleculeDrug,Q9UGN5,Poly [ADP-ribose] polymerase 2,CN1N=CN=C1[C@@H]1[C@H](NC2=C3C1=NNC(=O)C3=CC(F)=C2)C1=CC=C(F)C=C1
19058,DB11761,Tenapanor,SmallMoleculeDrug,P48764,Sodium/hydrogen exchanger 3,CN1C[C@@H](C2=CC(=CC=C2)S(=O)(=O)NCCOCCOCCNC(=O)NCCCCNC(=O)NCCOCCOCCNS(=O)(=O)C2=CC(=CC=C2)[C@@H]2CN(C)CC3=C2C=C(Cl)C=C3Cl)C2=C(C1)C(Cl)=CC(Cl)=C2
19059,DB11767,Sarilumab,BiotechDrug,P08887,Interleukin-6 receptor subunit alpha,
19060,DB11767,Sarilumab,BiotechDrug,P12314,High affinity immunoglobulin gamma Fc receptor I,
19061,DB11767,Sarilumab,BiotechDrug,P12318,Low affinity immunoglobulin gamma Fc region receptor II-a,
19062,DB11767,Sarilumab,BiotechDrug,P31994,Low affinity immunoglobulin gamma Fc region receptor II-b,
19063,DB11767,Sarilumab,BiotechDrug,P08637,Low affinity immunoglobulin gamma Fc region receptor III-A,
19064,DB11767,Sarilumab,BiotechDrug,O75015,Low affinity immunoglobulin gamma Fc region receptor III-B,
19065,DB11771,Tremelimumab,BiotechDrug,P16410,Cytotoxic T-lymphocyte protein 4,
19066,DB11772,Pilaralisib,SmallMoleculeDrug,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",COC1=CC=C(Cl)C(NC2=C(NS(=O)(=O)C3=CC(NC(=O)C(C)(C)N)=CC=C3)N=C3C=CC=CC3=N2)=C1
19067,DB11779,Danoprevir,SmallMoleculeDrug,P26664,Genome polyprotein,CC(C)(C)OC(=O)N[C@H]1CCCCC\C=C/[C@@H]2C[C@]2(NC(=O)[C@@H]2C[C@H](CN2C1=O)OC(=O)N1CC2=CC=CC(F)=C2C1)C(=O)NS(=O)(=O)C1CC1
19068,DB11781,Tosedostat,SmallMoleculeDrug,P09960,Leukotriene A-4 hydrolase,CC(C)C[C@H]([C@H](O)C(=O)NO)C(=O)N[C@H](C(=O)OC1CCCC1)C1=CC=CC=C1
19069,DB11781,Tosedostat,SmallMoleculeDrug,P55786,Puromycin-sensitive aminopeptidase,CC(C)C[C@H]([C@H](O)C(=O)NO)C(=O)N[C@H](C(=O)OC1CCCC1)C1=CC=CC=C1
19070,DB11791,Capmatinib,SmallMoleculeDrug,P08581,Hepatocyte growth factor receptor,CNC(=O)C1=C(F)C=C(C=C1)C1=NN2C(CC3=CC4=C(C=C3)N=CC=C4)=CN=C2N=C1
19071,DB11793,Niraparib,SmallMoleculeDrug,P09874,Poly [ADP-ribose] polymerase 1,NC(=O)C1=CC=CC2=CN(N=C12)C1=CC=C(C=C1)[C@@H]1CCCNC1
19072,DB11793,Niraparib,SmallMoleculeDrug,Q9UGN5,Poly [ADP-ribose] polymerase 2,NC(=O)C1=CC=CC2=CN(N=C12)C1=CC=C(C=C1)[C@@H]1CCCNC1
19073,DB11796,Fostemsavir,SmallMoleculeDrug,P12488,Envelope glycoprotein gp160,COC1=CN=C(N2C=NC(C)=N2)C2=C1C(=CN2COP(O)(O)=O)C(=O)C(=O)N1CCN(CC1)C(=O)C1=CC=CC=C1
19074,DB11799,Bictegravir,SmallMoleculeDrug,Q72547,Reverse transcriptase/RNaseH,OC1=C2N(C[C@H]3O[C@@H]4CC[C@@H](C4)N3C2=O)C=C(C(=O)NCC2=C(F)C=C(F)C=C2F)C1=O
19075,DB11799,Bictegravir,SmallMoleculeDrug,Q7ZJM1,Integrase,OC1=C2N(C[C@H]3O[C@@H]4CC[C@@H](C4)N3C2=O)C=C(C(=O)NCC2=C(F)C=C(F)C=C2F)C1=O
19076,DB11811,Arhalofenate,SmallMoleculeDrug,P37231,Peroxisome proliferator-activated receptor gamma,CC(=O)NCCOC(=O)[C@H](OC1=CC=CC(=C1)C(F)(F)F)C1=CC=C(Cl)C=C1
19077,DB11817,Baricitinib,SmallMoleculeDrug,P23458,Tyrosine-protein kinase JAK1,CCS(=O)(=O)N1CC(CC#N)(C1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1
19078,DB11817,Baricitinib,SmallMoleculeDrug,O60674,Tyrosine-protein kinase JAK2,CCS(=O)(=O)N1CC(CC#N)(C1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1
19079,DB11817,Baricitinib,SmallMoleculeDrug,Q14289,Protein-tyrosine kinase 2-beta,CCS(=O)(=O)N1CC(CC#N)(C1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1
19080,DB11817,Baricitinib,SmallMoleculeDrug,P52333,Tyrosine-protein kinase JAK3,CCS(=O)(=O)N1CC(CC#N)(C1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1
19081,DB11820,Nifurtimox,SmallMoleculeDrug,P22513,"Glyceraldehyde-3-phosphate dehydrogenase, glycosomal",CC1CS(=O)(=O)CCN1\N=C\C1=CC=C(O1)[N+]([O-])=O
19082,DB11823,Esketamine,SmallMoleculeDrug,Q05586,"Glutamate receptor ionotropic, NMDA 1",CN[C@@]1(CCCCC1=O)C1=CC=CC=C1Cl
19083,DB11823,Esketamine,SmallMoleculeDrug,Q12879,"Glutamate receptor ionotropic, NMDA 2A",CN[C@@]1(CCCCC1=O)C1=CC=CC=C1Cl
19084,DB11823,Esketamine,SmallMoleculeDrug,Q13224,"Glutamate receptor ionotropic, NMDA 2B",CN[C@@]1(CCCCC1=O)C1=CC=CC=C1Cl
19085,DB11823,Esketamine,SmallMoleculeDrug,Q14957,"Glutamate receptor ionotropic, NMDA 2C",CN[C@@]1(CCCCC1=O)C1=CC=CC=C1Cl
19086,DB11823,Esketamine,SmallMoleculeDrug,O15399,"Glutamate receptor ionotropic, NMDA 2D",CN[C@@]1(CCCCC1=O)C1=CC=CC=C1Cl
